Package,Time,Temp,Axis X,Axis Y,Axis Z,Latitude,Longitude,,,,,,,
Package[4661],3:4:1:37,-5.75,2.55,9.65,-1.57,12.97887,101.41898,,,,,,,
Package[4663],3:4:1:39,-5.81,2.47,9.61,-1.77,12.97887,101.41898,,,,,,,
Package[4665],3:4:1:40,-5.94,2.75,9.38,-1.73,12.978971,101.41864,,,,,,,
Package[4667],3:4:1:42,-6,2.63,9.69,-1.65,12.979004,101.41854,,,,,,,
Package[4669],3:4:1:43,-6,2.55,9.49,-1.8,12.979004,101.41854,,,,,,,
Package[4671],3:4:1:44,-6,2.59,9.49,-1.53,12.979004,101.41854,,,,,,,
Package[4673],3:4:1:46,-6,2.51,9.49,-1.77,12.979004,101.41854,,,,,,,
Package[4675],3:4:1:47,-6,2.71,9.49,-1.57,12.979004,101.41854,,,,,,,
Package[4677],3:4:1:48,-6,2.47,9.81,-1.65,12.979004,101.41854,,,,,,,
Package[4679],3:4:1:50,-6,2.59,9.53,-1.88,12.979004,101.41854,,,,,,,
Package[4681],3:4:1:51,-5.88,2.59,9.69,-1.57,12.979181,101.41802,,,,,,,
Package[4683],3:4:1:53,-5.94,2.59,9.38,-1.88,12.97922,101.41791,,,,,,,
Package[4685],3:4:1:54,-5.88,2.59,9.69,-1.84,12.97922,101.41791,,,,,,,
Package[4687],3:4:1:55,-5.81,2.47,9.73,-1.61,12.97922,101.41791,,,,,,,
Package[4689],3:4:1:57,-5.88,2.86,9.49,-1.61,12.97922,101.41791,,,,,,,
Package[4691],3:4:1:58,-5.81,2.51,9.73,-1.61,12.97922,101.41791,,,,,,,
Package[4693],3:4:1:59,-5.88,2.75,9.22,-1.69,12.97922,101.41791,,,,,,,
Package[4695],3:4:2:1,-5.94,2.51,9.53,-1.57,12.97922,101.41791,,,,,,,
Package[4697],3:4:2:2,-5.94,2.51,9.77,-1.8,12.97922,101.41791,,,,,,,
Package[4699],3:4:2:3,-6,2.39,9.61,-1.84,12.97922,101.41791,,,,,,,
Package[4701],3:4:2:5,-6.13,2.71,9.81,-1.8,12.97922,101.41791,,,,,,,
Package[4703],3:4:2:6,-6.19,2.59,9.61,-1.73,12.97937,101.41721,,,,,,,
Package[4705],3:4:2:7,-6.25,2.59,9.61,-1.88,12.97937,101.41721,,,,,,,
Package[4707],3:4:2:9,-6.38,2.51,9.61,-1.53,12.979385,101.41711,,,,,,,
Package[4709],3:4:2:10,-6.44,2.63,9.22,-2.08,12.979402,101.41703,,,,,,,
Package[4711],3:4:2:12,-6.5,2.47,9.65,-1.61,12.979402,101.41703,,,,,,,
Package[4713],3:4:2:13,-6.63,2.67,9.38,-1.57,12.979402,101.41703,,,,,,,
Package[4715],3:4:2:14,-6.69,2.82,9.49,-1.69,12.979402,101.41703,,,,,,,
Package[4717],3:4:2:16,-6.75,2.55,9.53,-1.57,12.979402,101.41703,,,,,,,
Package[4719],3:4:2:17,-6.75,2.59,9.57,-1.69,12.979402,101.41703,,,,,,,
Package[4721],3:4:2:18,-6.75,2.39,9.34,-1.8,12.979402,101.41703,,,,,,,
Package[4723],3:4:2:20,-6.75,2.51,9.69,-1.8,12.979402,101.41703,,,,,,,
Package[4725],3:4:2:21,-6.75,2.71,9.22,-1.73,12.979402,101.41703,,,,,,,
Package[4727],3:4:2:22,-6.75,2.67,9.61,-1.65,12.979402,101.41703,,,,,,,
Package[4729],3:4:2:24,-6.75,2.55,9.69,-1.65,12.979673,101.41645,,,,,,,
Package[4731],3:4:2:25,-6.75,2.9,9.57,-1.65,12.979718,101.41636,,,,,,,
Package[4733],3:4:2:27,-6.75,2.51,9.85,-1.49,12.979718,101.41636,,,,,,,
Package[4735],3:4:2:28,-6.69,2.71,9.38,-1.37,12.979718,101.41636,,,,,,,
Package[4737],3:4:2:29,-6.69,2.39,9.53,-1.8,12.979718,101.41636,,,,,,,
Package[4739],3:4:2:31,-6.69,2.55,9.53,-1.49,12.979718,101.41636,,,,,,,
Package[4741],3:4:2:32,-6.69,2.71,9.73,-1.65,12.979718,101.41636,,,,,,,
Package[4743],3:4:2:33,-6.69,2.63,9.65,-1.41,12.979718,101.41636,,,,,,,
Package[4745],3:4:2:35,-6.69,2.75,9.45,-1.77,12.97986,101.41586,,,,,,,
Package[4747],3:4:2:36,-6.75,2.47,9.34,-1.77,12.979893,101.41575,,,,,,,
Package[4749],3:4:2:38,-6.69,2.67,9.53,-1.77,12.979927,101.41564,,,,,,,
Package[4751],3:4:2:39,-6.88,2.75,9.61,-1.69,12.979927,101.41564,,,,,,,
Package[4753],3:4:2:40,-6.94,2.55,9.49,-1.84,12.979927,101.41564,,,,,,,
Package[4755],3:4:2:42,-7.13,2.63,9.45,-1.84,12.979927,101.41564,,,,,,,
Package[4757],3:4:2:43,-7.13,2.43,9.49,-1.73,12.979927,101.41564,,,,,,,
Package[4759],3:4:2:44,-7.25,2.82,9.61,-1.41,12.979927,101.41564,,,,,,,
Package[4761],3:4:2:46,-7.31,2.55,9.41,-1.49,12.979927,101.41564,,,,,,,
Package[4763],3:4:2:47,-7.44,2.55,9.65,-1.88,12.980087,101.41517,,,,,,,
Package[4765],3:4:2:49,-7.5,2.55,9.34,-1.92,12.980128,101.41508,,,,,,,
Package[4767],3:4:2:50,-7.63,2.43,9.57,-1.88,12.980128,101.41508,,,,,,,
Package[4769],3:4:2:51,-7.63,2.75,9.49,-1.37,12.980128,101.41508,,,,,,,
Package[4771],3:4:2:53,-7.75,2.55,9.41,-1.61,12.980128,101.41508,,,,,,,
Package[4773],3:4:2:54,-7.75,2.55,9.81,-1.73,12.980128,101.41508,,,,,,,
Package[4775],3:4:2:55,-7.75,2.55,9.34,-1.69,12.980128,101.41508,,,,,,,
Package[4777],3:4:2:57,-7.81,2.47,9.57,-1.65,12.980128,101.41508,,,,,,,
Package[4779],3:4:2:58,-7.81,2.9,9.34,-1.69,12.980128,101.41508,,,,,,,
Package[4781],3:4:2:59,-7.75,2.31,9.57,-1.73,12.980128,101.41508,,,,,,,
Package[4783],3:4:3:1,-7.81,2.63,9.65,-1.92,12.980128,101.41508,,,,,,,
Package[4785],3:4:3:2,-7.75,2.71,9.65,-1.73,12.98048,101.41435,,,,,,,
Package[4787],3:4:3:3,-7.75,2.67,9.53,-1.84,12.98048,101.41435,,,,,,,
Package[4789],3:4:3:5,-7.75,2.71,9.65,-1.45,12.980526,101.41424,,,,,,,
Package[4791],3:4:3:6,-7.75,2.63,9.57,-1.1,12.980574,101.41412,,,,,,,
Package[4793],3:4:3:8,-7.81,2.43,9.41,-1.49,12.980574,101.41412,,,,,,,
Package[4795],3:4:3:9,-7.81,2.63,9.57,-1.88,12.980574,101.41412,,,,,,,
Package[4797],3:4:3:10,-7.88,2.47,9.18,-1.65,12.980574,101.41412,,,,,,,
Package[4799],3:4:3:12,-7.94,2.59,9.38,-1.8,12.980574,101.41412,,,,,,,
Package[4801],3:4:3:13,-8,2.47,9.61,-1.53,12.980574,101.41412,,,,,,,
Package[4803],3:4:3:14,-8.06,2.67,9.34,-1.57,12.980574,101.41412,,,,,,,
Package[4805],3:4:3:16,-8.25,2.51,9.81,-1.73,12.980574,101.41412,,,,,,,
Package[4807],3:4:3:17,-8.25,2.63,9.45,-1.73,12.980574,101.41412,,,,,,,
Package[4809],3:4:3:18,-8.31,2.59,9.65,-1.49,12.980574,101.41412,,,,,,,
Package[4811],3:4:3:20,-8.44,2.59,9.34,-1.57,12.980574,101.41412,,,,,,,
Package[4813],3:4:3:21,-8.56,2.82,9.45,-1.65,12.980818,101.41344,,,,,,,
Package[4815],3:4:3:22,-8.69,2.47,9.41,-1.92,12.980818,101.41344,,,,,,,
Package[4817],3:4:3:24,-8.75,2.51,9.77,-2.16,12.980866,101.41338,,,,,,,
Package[4819],3:4:3:25,-8.81,2.51,9.77,-1.69,12.980866,101.41338,,,,,,,
Package[4821],3:4:3:27,-8.88,2.82,9.34,-1.53,12.980866,101.41338,,,,,,,
Package[4823],3:4:3:28,-9,2.67,9.34,-1.77,12.980866,101.41338,,,,,,,
Package[4825],3:4:3:29,-8.94,2.63,9.53,-1.49,12.980866,101.41338,,,,,,,
Package[4827],3:4:3:31,-9,2.55,9.69,-1.96,12.980866,101.41338,,,,,,,
Package[4829],3:4:3:32,-9,2.59,9.89,-2.04,12.981069,101.41308,,,,,,,
Package[4831],3:4:3:33,-9,2.51,9.61,-1.73,12.981069,101.41308,,,,,,,
Package[4833],3:4:3:35,-9.06,2.59,9.53,-1.57,12.981118,101.41301,,,,,,,
Package[4835],3:4:3:36,-9.06,2.51,9.41,-1.53,12.981118,101.41301,,,,,,,
Package[4837],3:4:3:38,-9.06,2.51,9.26,-1.77,12.981118,101.41301,,,,,,,
Package[4839],3:4:3:39,-9,2.55,9.81,-1.61,12.981118,101.41301,,,,,,,
Package[4841],3:4:3:40,-9,2.35,9.61,-1.45,12.981118,101.41301,,,,,,,
Package[4843],3:4:3:42,-9,2.79,9.38,-1.77,12.981118,101.41301,,,,,,,
Package[4845],3:4:3:43,-9,2.43,9.3,-2.08,12.981118,101.41301,,,,,,,
Package[4847],3:4:3:44,-8.94,2.63,9.69,-1.57,12.981118,101.41301,,,,,,,
Package[4849],3:4:3:46,-9,2.59,9.41,-1.88,12.981118,101.41301,,,,,,,
Package[4851],3:4:3:47,-8.94,2.51,9.65,-1.61,12.981118,101.41301,,,,,,,
Package[4853],3:4:3:48,-8.94,2.63,9.41,-1.53,12.981118,101.41301,,,,,,,
Package[4855],3:4:3:50,-9,2.43,9.81,-1.41,12.981398,101.41248,,,,,,,
Package[4857],3:4:3:51,-8.94,2.75,9.34,-1.84,12.981423,101.41241,,,,,,,
Package[4859],3:4:3:52,-8.88,2.31,9.45,-1.33,12.981423,101.41241,,,,,,,
Package[4861],3:4:3:54,-8.94,2.59,9.73,-1.77,12.981457,101.41235,,,,,,,
Package[4863],3:4:3:55,-8.94,2.71,9.61,-1.45,12.981457,101.41235,,,,,,,
Package[4865],3:4:3:57,-9,2.71,9.38,-1.18,12.981457,101.41235,,,,,,,
Package[4867],3:4:3:58,-9.06,2.59,9.73,-1.41,12.981457,101.41235,,,,,,,
Package[4869],3:4:3:59,-9.13,2.28,9.96,-1.65,12.981457,101.41235,,,,,,,
Package[4871],3:4:4:1,-9.19,2.63,9.14,-1.65,12.981527,101.4121,,,,,,,
Package[4873],3:4:4:2,-9.25,2.39,9.92,-1.22,12.981543,101.41204,,,,,,,
Package[4875],3:4:4:3,-9.44,2.75,9.26,-2.04,12.981543,101.41204,,,,,,,
Package[4877],3:4:4:5,-9.56,2.47,9.41,-1.69,12.98156,101.41198,,,,,,,
Package[4879],3:4:4:6,-9.63,2.59,9.85,-1.37,12.981578,101.41193,,,,,,,
Package[4881],3:4:4:8,-9.75,2.47,9.49,-1.53,12.981578,101.41193,,,,,,,
Package[4883],3:4:4:9,-9.81,2.47,9.57,-1.73,12.981578,101.41193,,,,,,,
Package[4885],3:4:4:10,-9.94,2.63,9.57,-1.33,12.981578,101.41193,,,,,,,
Package[4887],3:4:4:12,-10.06,2.47,9.34,-1.37,12.981578,101.41193,,,,,,,
Package[4889],3:4:4:13,-10.13,2.59,9.41,-1.57,12.981578,101.41193,,,,,,,
Package[4891],3:4:4:14,-10.19,2.51,9.73,-1.45,12.981578,101.41193,,,,,,,
Package[4893],3:4:4:16,-10.31,2.51,9.61,-1.53,12.981645,101.41168,,,,,,,
Package[4895],3:4:4:17,-10.38,2.63,9.57,-1.33,12.981645,101.41168,,,,,,,
Package[4897],3:4:4:19,-10.5,2.59,9.57,-1.53,12.981663,101.41164,,,,,,,
Package[4899],3:4:4:20,-10.63,2.47,9.41,-1.57,12.981663,101.41164,,,,,,,
Package[4901],3:4:4:21,-10.63,2.59,9.49,-1.57,12.981663,101.41164,,,,,,,
Package[4903],3:4:4:23,-10.63,2.59,9.65,-1.41,12.981663,101.41164,,,,,,,
Package[4905],3:4:4:24,-10.63,2.71,9.81,-1.45,12.981663,101.41164,,,,,,,
Package[4907],3:4:4:25,-10.63,2.59,9.57,-1.1,12.981663,101.41164,,,,,,,
Package[4909],3:4:4:27,-10.69,2.71,9.22,-1.33,12.981788,101.41137,,,,,,,
Package[4911],3:4:4:28,-10.63,2.28,9.22,-1.69,12.98182,101.41129,,,,,,,
Package[4913],3:4:4:30,-10.63,2.51,9.49,-1.96,12.98182,101.41129,,,,,,,
Package[4915],3:4:4:31,-10.63,2.55,9.57,-1.65,12.98182,101.41129,,,,,,,
Package[4917],3:4:4:32,-10.69,2.67,9.77,-1.14,12.98182,101.41129,,,,,,,
Package[4919],3:4:4:34,-10.63,2.59,9.53,-1.49,12.98182,101.41129,,,,,,,
Package[4921],3:4:4:35,-10.63,2.43,9.77,-1.73,12.98182,101.41129,,,,,,,
Package[4923],3:4:4:36,-10.63,2.71,9.38,-1.73,12.98182,101.41129,,,,,,,
Package[4925],3:4:4:38,-10.63,2.47,9.45,-1.69,12.981863,101.4109,,,,,,,
Package[4927],3:4:4:39,-10.63,2.63,9.69,-1.8,12.981867,101.4108,,,,,,,
Package[4929],3:4:4:41,-10.63,2.51,9.14,-1.53,12.981867,101.4108,,,,,,,
Package[4931],3:4:4:42,-10.69,2.79,9.85,-1.06,12.981867,101.4108,,,,,,,
Package[4933],3:4:4:43,-10.75,2.63,9.65,-0.9,12.981867,101.4108,,,,,,,
Package[4935],3:4:4:45,-10.88,2.51,9.06,-1.49,12.981867,101.4108,,,,,,,
Package[4937],3:4:4:46,-10.94,2.71,9.57,-1.77,12.981867,101.4108,,,,,,,
Package[4939],3:4:4:47,-11,2.67,9.38,-1.8,12.981867,101.4108,,,,,,,
Package[4941],3:4:4:49,-11.13,2.43,9.45,-1.61,12.981867,101.4108,,,,,,,
Package[4943],3:4:4:50,-11.25,2.55,9.45,-1.88,12.981816,101.41045,,,,,,,
Package[4945],3:4:4:51,-11.38,2.59,9.65,-1.49,12.981816,101.41045,,,,,,,
Package[4947],3:4:4:53,-11.5,2.63,9.61,-1.73,12.981807,101.41041,,,,,,,
Package[4949],3:4:4:54,-11.56,2.47,9.45,-1.65,12.981807,101.41041,,,,,,,
Package[4951],3:4:4:56,-11.69,2.71,9.53,-1.26,12.981807,101.41041,,,,,,,
Package[4953],3:4:4:57,-11.81,2.55,9.53,-1.18,12.981807,101.41041,,,,,,,
Package[4955],3:4:4:58,-11.88,2.39,9.53,-1.69,12.981807,101.41041,,,,,,,
Package[4957],3:4:5:0,-11.94,2.55,9.53,-1.57,12.981807,101.41041,,,,,,,
Package[4959],3:4:5:1,-12,2.51,9.38,-1.33,12.981807,101.41041,,,,,,,
Package[4961],3:4:5:2,-12.06,2.71,9.41,-1.49,12.981807,101.41041,,,,,,,
Package[4963],3:4:5:4,-12.19,2.51,9.77,-1.61,12.981839,101.41019,,,,,,,
Package[4965],3:4:5:5,-12.19,2.67,9.57,-1.88,12.981857,101.41013,,,,,,,
Package[4967],3:4:5:7,-12.19,2.63,9.45,-1.45,12.981857,101.41013,,,,,,,
Package[4969],3:4:5:8,-12.25,2.67,9.38,-1.73,12.981857,101.41013,,,,,,,
Package[4971],3:4:5:9,-12.31,2.51,9.61,-1.57,12.981857,101.41013,,,,,,,
Package[4973],3:4:5:11,-12.25,2.67,9.65,-1.69,12.981857,101.41013,,,,,,,
Package[4975],3:4:5:12,-12.19,2.51,9.73,-1.65,12.981881,101.4099,,,,,,,
Package[4977],3:4:5:13,-12.19,2.79,9.41,-1.45,12.981881,101.4099,,,,,,,
Package[4979],3:4:5:15,-12.25,2.63,9.89,-1.33,12.981871,101.40983,,,,,,,
Package[4981],3:4:5:16,-12.38,2.63,9.53,-1.77,12.981871,101.40983,,,,,,,
Package[4983],3:4:5:18,-12.44,2.31,9.45,-1.92,12.981871,101.40983,,,,,,,
Package[4985],3:4:5:19,-12.44,2.63,9.61,-1.61,12.981871,101.40983,,,,,,,
Package[4987],3:4:5:20,-12.56,2.55,9.26,-1.45,12.981871,101.40983,,,,,,,
Package[4989],3:4:5:22,-12.69,2.55,9.53,-1.18,12.981871,101.40983,,,,,,,
Package[4991],3:4:5:23,-12.81,2.51,9.22,-1.77,12.981754,101.40957,,,,,,,
Package[4993],3:4:5:24,-12.94,2.55,9.53,-1.92,12.981754,101.40957,,,,,,,
Package[4995],3:4:5:26,-13,2.51,9.49,-1.57,12.981711,101.40953,,,,,,,
Package[4997],3:4:5:27,-13.13,2.75,9.49,-1.61,12.981711,101.40953,,,,,,,
Package[4999],3:4:5:29,-13.25,2.39,9.41,-1.96,12.981711,101.40953,,,,,,,
Package[5001],3:4:5:30,-13.31,2.63,9.65,-2.12,12.981711,101.40953,,,,,,,
Package[5003],3:4:5:31,-13.38,2.28,9.45,-1.69,12.981711,101.40953,,,,,,,
Package[5005],3:4:5:33,-13.44,2.59,9.65,-1.73,12.981711,101.40953,,,,,,,
Package[5007],3:4:5:34,-13.56,2.59,9.96,-1.57,12.981525,101.40935,,,,,,,
Package[5009],3:4:5:35,-13.69,2.59,9.61,-1.45,12.981525,101.40935,,,,,,,
Package[5011],3:4:5:37,-13.75,2.55,9.69,-1.33,12.981491,101.40929,,,,,,,
Package[5013],3:4:5:38,-13.75,2.67,9.61,-1.65,12.981491,101.40929,,,,,,,
Package[5015],3:4:5:40,-13.81,2.47,9.41,-1.18,12.981491,101.40929,,,,,,,
Package[5017],3:4:5:41,-13.88,2.75,9.61,-1.33,12.981491,101.40929,,,,,,,
Package[5019],3:4:5:42,-13.88,2.43,9.34,-1.96,12.981491,101.40929,,,,,,,
Package[5021],3:4:5:44,-13.88,2.71,9.77,-1.29,12.981491,101.40929,,,,,,,
Package[5023],3:4:5:45,-13.94,2.43,9.3,-1.33,12.981368,101.409,,,,,,,
Package[5025],3:4:5:47,-13.94,2.63,9.73,-1.49,12.981347,101.40894,,,,,,,
Package[5027],3:4:5:48,-13.88,2.39,9.26,-1.92,12.981347,101.40894,,,,,,,
Package[5029],3:4:5:49,-13.94,2.47,9.92,-1.18,12.981347,101.40894,,,,,,,
Package[5031],3:4:5:51,-13.94,2.82,9.49,-1.33,12.981347,101.40894,,,,,,,
Package[5033],3:4:5:52,-13.94,2.39,9.65,-1.45,12.981347,101.40894,,,,,,,
Package[5035],3:4:5:53,-13.88,2.82,9.18,-1.18,12.981347,101.40894,,,,,,,
Package[5037],3:4:5:55,-13.94,2.35,9.61,-1.84,12.981276,101.40869,,,,,,,
Package[5039],3:4:5:56,-14,2.75,9.45,-1.45,12.981244,101.40862,,,,,,,
Package[5041],3:4:5:58,-13.94,2.31,9.57,-1.57,12.981244,101.40862,,,,,,,
Package[5043],3:4:5:59,-13.94,2.59,9.3,-1.77,12.981244,101.40862,,,,,,,
Package[5045],3:4:6:0,-13.94,2.59,9.73,-1.41,12.981244,101.40862,,,,,,,
Package[5047],3:4:6:2,-13.88,2.67,9.34,-1.41,12.981244,101.40862,,,,,,,
Package[5049],3:4:6:3,-13.88,2.67,9.34,-1.73,12.981244,101.40862,,,,,,,
Package[5051],3:4:6:4,-14,2.47,9.3,-1.84,12.981244,101.40862,,,,,,,
Package[5053],3:4:6:6,-14.06,2.67,9.69,-1.45,12.981073,101.40829,,,,,,,
Package[5055],3:4:6:7,-14.19,2.55,9.77,-1.61,12.981024,101.40822,,,,,,,
Package[5057],3:4:6:9,-14.25,2.71,9.49,-1.29,12.981024,101.40822,,,,,,,
Package[5059],3:4:6:10,-14.38,2.98,9.3,-1.57,12.981024,101.40822,,,,,,,
Package[5061],3:4:6:11,-14.44,2.55,9.77,-1.61,12.981024,101.40822,,,,,,,
Package[5063],3:4:6:13,-14.56,2.71,9.61,-1.57,12.981024,101.40822,,,,,,,
Package[5065],3:4:6:14,-14.63,2.47,9.57,-1.65,12.981024,101.40822,,,,,,,
Package[5067],3:4:6:15,-14.81,2.71,9.3,-1.84,12.981024,101.40822,,,,,,,
Package[5069],3:4:6:17,-14.88,2.79,9.57,-1.26,12.980808,101.40786,,,,,,,
Package[5071],3:4:6:18,-14.94,2.51,9.57,-1.53,12.980767,101.40778,,,,,,,
Package[5073],3:4:6:20,-15.06,2.47,9.26,-1.73,12.980767,101.40778,,,,,,,
Package[5075],3:4:6:21,-15.13,2.79,9.41,-1.69,12.980767,101.40778,,,,,,,
Package[5077],3:4:6:22,-15.19,2.47,9.61,-1.69,12.980767,101.40778,,,,,,,
Package[5079],3:4:6:24,-15.31,2.71,9.53,-1.92,12.980767,101.40778,,,,,,,
Package[5081],3:4:6:25,-15.38,2.59,9.65,-1.53,12.980767,101.40778,,,,,,,
Package[5083],3:4:6:26,-15.44,2.55,9.53,-1.57,12.980767,101.40778,,,,,,,
Package[5085],3:4:6:28,-15.5,2.59,9.57,-2,12.980686,101.40736,,,,,,,
Package[5087],3:4:6:29,-15.56,2.43,9.38,-1.73,12.98068,101.40724,,,,,,,
Package[5089],3:4:6:31,-15.5,2.63,9.3,-1.77,12.98068,101.40724,,,,,,,
Package[5091],3:4:6:32,-15.56,2.55,9.65,-1.57,12.98068,101.40724,,,,,,,
Package[5093],3:4:6:33,-15.5,2.71,9.73,-1.29,12.98068,101.40724,,,,,,,
Package[5095],3:4:6:35,-15.5,2.51,9.45,-1.92,12.98068,101.40724,,,,,,,
Package[5097],3:4:6:36,-15.5,2.43,9.65,-1.77,12.98068,101.40724,,,,,,,
Package[5099],3:4:6:37,-15.5,2.55,9.02,-1.29,12.98068,101.40724,,,,,,,
Package[5101],3:4:6:39,-15.5,2.43,9.73,-1.84,12.980627,101.40675,,,,,,,
Package[5103],3:4:6:40,-15.5,2.59,9.3,-1.8,12.980627,101.40675,,,,,,,
Package[5105],3:4:6:42,-15.5,2.39,9.85,-0.98,12.980627,101.40675,,,,,,,
Package[5107],3:4:6:43,-15.44,2.51,9.41,-1.73,12.980627,101.40675,,,,,,,
Package[5109],3:4:6:44,-15.44,2.47,9.45,-1.8,12.980627,101.40675,,,,,,,
Package[5111],3:4:6:46,-15.56,2.51,9.49,-1.57,12.980627,101.40675,,,,,,,
Package[5113],3:4:6:47,-15.63,2.63,9.41,-1.61,12.980419,101.40624,,,,,,,
Package[5115],3:4:6:48,-15.63,2.55,9.69,-1.57,12.980419,101.40624,,,,,,,
Package[5117],3:4:6:50,-15.69,2.59,9.3,-1.29,12.980352,101.40614,,,,,,,
Package[5119],3:4:6:51,-15.81,2.55,9.53,-1.8,12.980279,101.40604,,,,,,,
Package[5121],3:4:6:53,-15.94,2.59,9.49,-1.61,12.980279,101.40604,,,,,,,
Package[5123],3:4:6:54,-16,2.71,9.41,-1.06,12.980279,101.40604,,,,,,,
Package[5125],3:4:6:55,-16.06,2.63,9.57,-1.73,12.980279,101.40604,,,,,,,
Package[5127],3:4:6:57,-16.19,2.75,9.38,-1.45,12.980279,101.40604,,,,,,,
Package[5129],3:4:6:58,-16.31,2.63,9.49,-1.69,12.98003,101.4057,,,,,,,
Package[5131],3:4:6:59,-16.38,2.63,9.65,-1.45,12.98003,101.4057,,,,,,,
Package[5133],3:4:7:1,-16.5,2.63,9.57,-1.41,12.979965,101.40561,,,,,,,
Package[5135],3:4:7:2,-16.69,2.63,9.45,-1.65,12.979965,101.40561,,,,,,,
Package[5137],3:4:7:4,-16.75,2.59,9.41,-1.61,12.979965,101.40561,,,,,,,
Package[5139],3:4:7:5,-16.81,2.55,9.57,-1.8,12.979965,101.40561,,,,,,,
Package[5141],3:4:7:6,-16.94,2.47,9.61,-1.29,12.979965,101.40561,,,,,,,
Package[5143],3:4:7:8,-17,2.63,9.65,-1.41,12.979965,101.40561,,,,,,,
Package[5145],3:4:7:9,-17.13,2.67,9.49,-1.57,12.979965,101.40561,,,,,,,
Package[5147],3:4:7:10,-17.13,2.67,9.41,-1.69,12.979965,101.40561,,,,,,,
Package[5149],3:4:7:12,-17.25,2.55,9.34,-1.53,12.979661,101.40514,,,,,,,
Package[5151],3:4:7:13,-17.25,2.59,9.77,-1.41,12.979616,101.40504,,,,,,,
Package[5153],3:4:7:15,-17.31,2.59,9.45,-1.73,12.979616,101.40504,,,,,,,
Package[5155],3:4:7:16,-17.38,2.67,9.45,-1.53,12.979616,101.40504,,,,,,,
Package[5157],3:4:7:17,-17.31,2.51,9.34,-1.33,12.979616,101.40504,,,,,,,
Package[5159],3:4:7:19,-17.38,2.71,9.38,-1.37,12.979616,101.40504,,,,,,,
Package[5161],3:4:7:20,-17.31,2.47,9.53,-1.8,12.979477,101.40469,,,,,,,
Package[5163],3:4:7:21,-17.31,2.55,9.49,-1.77,12.979477,101.40469,,,,,,,
Package[5165],3:4:7:23,-17.31,2.51,9.45,-1.33,12.979431,101.40459,,,,,,,
Package[5167],3:4:7:24,-17.38,2.79,9.61,-1.53,12.979431,101.40459,,,,,,,
Package[5169],3:4:7:26,-17.31,2.55,9.53,-1.41,12.979431,101.40459,,,,,,,
Package[5171],3:4:7:27,-17.19,2.63,9.49,-1.84,12.979431,101.40459,,,,,,,
Package[5173],3:4:7:28,-17.25,2.39,9.57,-1.61,12.979431,101.40459,,,,,,,
Package[5175],3:4:7:30,-17.31,2.51,9.65,-1.49,12.979431,101.40459,,,,,,,
Package[5177],3:4:7:31,-17.31,2.55,9.38,-1.49,12.979259,101.40407,,,,,,,
Package[5179],3:4:7:33,-17.31,2.55,9.3,-1.8,12.979218,101.40395,,,,,,,
Package[5181],3:4:7:34,-17.25,2.51,9.65,-1.61,12.979218,101.40395,,,,,,,
Package[5183],3:4:7:35,-17.25,2.67,9.34,-1.69,12.979218,101.40395,,,,,,,
Package[5185],3:4:7:37,-17.25,2.51,9.77,-1.45,12.979218,101.40395,,,,,,,
Package[5187],3:4:7:38,-17.25,2.55,9.34,-1.37,12.979218,101.40395,,,,,,,
Package[5189],3:4:7:39,-17.25,2.71,9.34,-1.73,12.979218,101.40395,,,,,,,
Package[5191],3:4:7:41,-17.25,2.59,9.38,-1.53,12.979095,101.40356,,,,,,,
Package[5193],3:4:7:42,-17.25,2.71,9.49,-1.45,12.97906,101.40346,,,,,,,
Package[5195],3:4:7:44,-17.31,2.55,9.57,-1.41,12.97906,101.40346,,,,,,,
Package[5197],3:4:7:45,-17.25,2.82,9.26,-1.45,12.97906,101.40346,,,,,,,
Package[5199],3:4:7:46,-17.25,2.47,9.61,-1.69,12.97906,101.40346,,,,,,,
Package[5201],3:4:7:48,-17.38,2.67,9.3,-1.92,12.97906,101.40346,,,,,,,
Package[5203],3:4:7:49,-17.38,2.51,9.73,-1.49,12.97906,101.40346,,,,,,,
Package[5205],3:4:7:50,-17.38,2.63,9.61,-1.41,12.97906,101.40346,,,,,,,
Package[5207],3:4:7:52,-17.38,2.63,9.49,-1.61,12.978893,101.40294,,,,,,,
Package[5209],3:4:7:53,-17.44,2.51,9.26,-1.73,12.978859,101.40282,,,,,,,
Package[5211],3:4:7:55,-17.5,2.59,9.61,-1.26,12.978859,101.40282,,,,,,,
Package[5213],3:4:7:56,-17.63,2.71,9.41,-1.29,12.978859,101.40282,,,,,,,
Package[5215],3:4:7:57,-17.69,2.75,10,-1.29,12.978859,101.40282,,,,,,,
Package[5217],3:4:7:59,-17.75,2.47,9.34,-1.22,12.978859,101.40282,,,,,,,
Package[5219],3:4:8:0,-17.88,2.75,9.61,-1.49,12.978713,101.40243,,,,,,,
Package[5221],3:4:8:1,-18.13,2.47,9.45,-1.8,12.978713,101.40243,,,,,,,
Package[5223],3:4:8:3,-18.19,2.51,9.34,-1.41,12.978668,101.40232,,,,,,,
Package[5225],3:4:8:4,-18.38,2.59,9.41,-1.53,12.978668,101.40232,,,,,,,
Package[5227],3:4:8:6,-18.5,2.75,9.41,-1.73,12.978668,101.40232,,,,,,,
Package[5229],3:4:8:7,-18.63,2.39,9.57,-1.73,12.978668,101.40232,,,,,,,
Package[5231],3:4:8:8,-18.81,2.94,9.18,-1.29,12.978668,101.40232,,,,,,,
